stage_no,date,departure,arrival,profile_type,finish_type,rider_rank,rider,rider_slug,model_score,projected_scorito_points,expected_finish_low,expected_finish_high,confidence,uncertainty,role_assumption,specialty_score,ranking_score,historical_similarity_score,recent_profile_evidence_score,recent_course_evidence_score,role_factor,evidence
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,152,KRETSCHY Moritz,moritz-kretschy,0.02031,0.0,144,160,0.378,high,inferred helper; tactics unconfirmed,0.0,0.0019,0.0,0.1469,0.0799,0.94,"2026 #2 Tour du Rwanda (2.1) (hilly; field 37/90; ProfileScore 151, 2551vm, 127.2km; adjusted 0.078); 2026 #5 Tour du Rwanda (2.1) (unknown; field-class proxy 0.60; result profile unavailable; adjusted 0.043)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,153,HELLEMOSE Asbjørn,asbjorn-hellemose,0.01903,0.0,147,159,0.553,medium-high,inferred helper; tactics unconfirmed,0.0,0.0003,0.0,0.1872,0.0264,0.94,"2026 #12 Tour of Austria (2.1) (mountain; field 108/142; ProfileScore 314, 3033vm, 188.8km; adjusted 0.086); 2025 #6 Tour of Austria (2.1) (mountain; field 104/131; ProfileScore 426, 3540vm, 117.3km; adjusted 0.066)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,154,SCOTSON Callum,callum-scotson,0.01886,0.0,148,160,0.583,medium-high,inferred helper; tactics unconfirmed,0.001,0.0014,0.0,0.1507,0.0572,0.94,"2026 #23 Giro d'Italia (2.UWT) (mountain; field 955/169; ProfileScore 334, 2928vm, 113.0km; adjusted 0.072); 2025 #4 Vuelta a Andalucia Ruta Ciclista Del Sol (2.Pro) (hilly; field 298/117; ProfileScore 22, 1494vm, 194.3km; adjusted 0.052)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,155,MACKELLAR Alastair,alastair-mackellar,0.01873,0.0,148,162,0.442,high,inferred helper; tactics unconfirmed,0.0,0.0003,0.0,0.1141,0.0974,0.94,"2026 #9 Santos Tour Down Under (2.UWT) (hilly; field-class proxy 0.88; ProfileScore 38, 1894vm, 176.0km; adjusted 0.126); 2024 #2 S5 Stage 5 - Valtournenche › Breuil-Cervinia (mountain; field 11/141; ProfileScore 154, 1120vm, 40.8km; adjusted 0.026)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,156,FAURA José Luis,jose-luis-faura-asensio,0.01865,0.0,150,162,0.584,medium-high,inferred helper; tactics unconfirmed,0.0004,0.001,0.0,0.168,0.0325,0.94,"2026 #14 Presidential Cycling Tour of Türkiye (2.Pro) (mountain; field 140/169; ProfileScore 332, 3172vm, 132.7km; adjusted 0.083); 2026 #17 Presidential Cycling Tour of Türkiye (2.Pro) (mountain; field 140/163; ProfileScore 374, 2372vm, 127.9km; adjusted 0.066)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,157,DE JONG Timo,timo-de-jong,0.01854,0.0,149,165,0.377,high,inferred helper; tactics unconfirmed,0.0,0.0004,0.0,0.1388,0.0913,0.94,"2025 #1 NIBC Tour of Holland (2.1) (hilly; field 246/120; ProfileScore 40, 891vm, 159.0km; adjusted 0.058); 2026 #9 AlUla Tour (2.Pro) (unknown; field-class proxy 0.72; result profile unavailable; adjusted 0.037)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,158,ERMAKOV Roman,roman-ermakov,0.01837,0.0,150,166,0.375,high,inferred helper; tactics unconfirmed,0.0003,0.0007,0.0,0.1217,0.0862,0.94,"2026 #1 Tour de Pologne (2.UWT) (hilly; field 30/53; ProfileScore 151, 3520vm, 165.0km; adjusted 0.096); 2026 #2 Tour de Pologne (2.UWT) (hilly; field 25/20; ProfileScore 37, 410vm, 28.8km; adjusted 0.067)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,159,KIRSCH Alex,alex-kirsch,0.01794,0.0,151,167,0.378,high,inferred helper; tactics unconfirmed,0.002,0.0019,0.0,0.1444,0.0537,0.94,"2026 #19 Tour de France (2.UWT) (hilly; field 1567/189; ProfileScore 16, 167vm, 19.6km; adjusted 0.054); 2025 #10 Ethias-Tour de Wallonie (2.Pro) (hilly; field-class proxy 0.72; ProfileScore 44, 1831vm, 138.6km; adjusted 0.042)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,160,AZPARREN Xabier Mikel,xabier-mikel-azparren-irurzun,0.01765,0.0,153,167,0.409,high,inferred helper; tactics unconfirmed,0.0009,0.0018,0.0,0.1251,0.0595,0.94,"2026 #12 Tour de France (2.UWT) (hilly; field 1567/189; ProfileScore 16, 167vm, 19.6km; adjusted 0.099); 2026 #10 Tour de France (2.UWT) (hilly; field 137/176; ProfileScore 138, 3461vm, 211.9km; adjusted 0.066)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,161,SÜTTERLIN Jasha,jasha-sutterlin,0.01759,0.0,153,169,0.372,high,inferred helper; tactics unconfirmed,0.0061,0.0054,0.0,0.0964,0.0529,0.94,"2026 #3 National Championships Germany ME - Road Race (NC) (hilly; field 15/65; ProfileScore 23, 367vm, 41.0km; adjusted 0.051); 2025 #9 Tour de Pologne (2.UWT) (hilly; field 415/163; ProfileScore 204, 3465vm, 159.3km; adjusted 0.044)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,162,DALBY Simon,simon-dalby,0.01758,0.0,156,168,0.616,medium-high,inferred helper; tactics unconfirmed,0.0,0.0004,0.0,0.1454,0.0584,0.94,"2026 #21 Tour de Suisse (2.UWT) (mountain; field 584/133; ProfileScore 424, 4451vm, 150.7km; adjusted 0.074); 2025 #1 Course de la Paix Grand Prix Jeseníky (2.Ncup) Denmark (mountain; field 10/122; ProfileScore 172, 2464vm, 131.0km; adjusted 0.059)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,163,WANDAHL Frederik,frederik-wandahl,0.01633,0.0,156,170,0.408,high,inferred helper; tactics unconfirmed,0.0,0.0002,0.0,0.1158,0.0843,0.94,"2025 #5 S2 Stage 2 - Veszprém › Siófok (hilly; field 525/138; ProfileScore 102, 3236vm, 198.7km; adjusted 0.060); 2025 #4 Trofeo Serra Tramuntana (1.1) (hilly; field 291/185; ProfileScore 142, 3119vm, 149.6km; adjusted 0.055)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,164,ROTA Lorenzo,lorenzo-rota,0.01509,0.0,156,172,0.373,high,inferred helper; tactics unconfirmed,0.0002,0.0011,0.0,0.1024,0.0633,0.94,"2026 #8 Etoile de Bessèges - Tour du Gard (2.1) (unknown; field-class proxy 0.60; result profile unavailable; adjusted 0.034); 2024 #2 Ethias-Tour de Wallonie (2.Pro) (hilly; field 265/152; ProfileScore 129, 3031vm, 228.0km; adjusted 0.030)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,165,HOULE Hugo,hugo-houle,0.01501,0.0,158,172,0.41,high,inferred helper; tactics unconfirmed,0.0002,0.0005,0.0,0.1333,0.0449,0.94,"2026 #11 Tour of Austria (2.1) (hilly; field 108/141; ProfileScore 125, 2578vm, 189.5km; adjusted 0.048); 2026 #5 Tour of Austria (2.1) (hilly; field 9/109; ProfileScore 10, 234vm, 185.0km; adjusted 0.044)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,166,DE PESTEL Sander,sander-de-pestel,0.01349,0.0,158,174,0.373,high,inferred helper; tactics unconfirmed,0.0004,0.0014,0.0,0.1007,0.0404,0.94,"2026 #5 DSSK (Donostia San Sebastian Klasikoa) (1.UWT) (hilly; field 52/38; ProfileScore 29, 422vm, 20.7km; adjusted 0.062); 2024 #5 Vuelta a Burgos (2.Pro) (hilly; field-class proxy 0.72; one-day race proxy; exact profile unavailable; adjusted 0.028)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,167,FERNÁNDEZ Sinuhé,sinuhe-fernandez-rodriguez,0.01177,0.0,161,173,0.541,medium-high,inferred helper; tactics unconfirmed,0.0001,0.0002,0.0,0.0904,0.0442,0.94,"2026 #14 Vuelta Asturias Julio Alvarez Mendo (2.1) (mountain; field 51/106; ProfileScore 223, 2331vm, 140.8km; adjusted 0.055); 2026 #15 Vuelta Asturias Julio Alvarez Mendo (2.1) (mountain; field 51/95; ProfileScore 162, 3183vm, 165.5km; adjusted 0.051)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,168,THALMANN Roland,roland-thalmann,0.01148,0.0,161,175,0.472,high,inferred helper; tactics unconfirmed,0.0,0.0002,0.0,0.077,0.0585,0.94,"2026 #12 DSSK (Donostia San Sebastian Klasikoa) (1.UWT) (hilly; field 80/138; ProfileScore 107, 2804vm, 153.5km; adjusted 0.047); 2024 #13 Tour de Suisse (2.UWT) (mountain; field 744/175; ProfileScore 236, 3234vm, 171.0km; adjusted 0.033)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,169,WEISS Fabian,fabian-weiss,0.01115,0.0,162,176,0.405,high,inferred helper; tactics unconfirmed,0.0,0.0004,0.0,0.0838,0.0421,0.94,"2026 #22 Tour de Suisse (2.UWT) (hilly; field 584/143; ProfileScore 86, 2320vm, 157.4km; adjusted 0.033); 2025 #12 Vuelta a Burgos (2.Pro) (hilly; field-class proxy 0.72; one-day race proxy; exact profile unavailable; adjusted 0.032)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,170,MCKENZIE Hamish,hamish-mckenzie,0.01014,0.0,162,178,0.37,high,inferred helper; tactics unconfirmed,0.0,0.0002,0.0,0.0731,0.0495,0.94,"2025 #3 ΔΕΗ Tour of Hellas (2.1) Team Jayco AlUla (hilly; field 80/127; ProfileScore 86, 2286vm, 151.58km; adjusted 0.039); 2025 #10 World Championships MU - Road Race (WC) (hilly; field-class proxy 0.51; one-day race proxy; exact profile unavailable; adjusted 0.027)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,171,SAMITIER Sergio,sergio-samitier,0.00982,0.0,164,178,0.506,high,inferred helper; tactics unconfirmed,0.001,0.001,0.0,0.0753,0.0278,0.94,"2026 #21 Presidential Cycling Tour of Türkiye (2.Pro) (mountain; field 140/163; ProfileScore 374, 2372vm, 127.9km; adjusted 0.046); 2024 #13 Baloise Belgium Tour (2.Pro) (mountain; field 195/106; ProfileScore 358, 5006vm, 168.2km; adjusted 0.021)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,172,PEACE Oliver,oliver-peace,0.00965,0.0,165,179,0.404,high,inferred helper; tactics unconfirmed,0.0,0.0002,0.0,0.0741,0.0409,0.94,"2025 #4 Orlen Nations Grand Prix (2.Ncup) Great Britain (hilly; field 9/153; ProfileScore 102, 2118vm, 143.3km; adjusted 0.025); 2025 #5 S7 Stage 7 - Kigali › Kigali (hilly; field 28/81; ProfileScore 124, 2238vm, 112.8km; adjusted 0.024)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,173,DE VYLDER Lindsay,lindsay-de-vylder,0.00934,0.0,165,181,0.369,high,inferred helper; tactics unconfirmed,0.0,0.0002,0.0,0.0651,0.0477,0.94,"2024 #2 Sparkassen Münsterland Giro (1.Pro) (hilly; field-class proxy 0.72; ProfileScore 0, 155.0km; adjusted 0.037); 2025 #8 Tour de Hongrie (2.Pro) (hilly; field 123/127; ProfileScore 55, 1931vm, 169.5km; adjusted 0.029)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,174,ARCAS Jorge,jorge-arcas,0.00926,0.0,167,181,0.469,high,inferred helper; tactics unconfirmed,0.0033,0.0023,0.0,0.0508,0.0371,0.94,"2025 #10 Vuelta a Andalucia Ruta Ciclista Del Sol (2.Pro) (hilly; field 298/117; ProfileScore 22, 1494vm, 194.3km; adjusted 0.031); 2026 #22 Vuelta a Burgos (2.Pro) (hilly; field 137/176; ProfileScore 138, 3461vm, 211.9km; adjusted 0.022)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,175,PALENI Enzo,enzo-paleni,0.00916,0.0,167,183,0.369,high,inferred helper; tactics unconfirmed,0.0,0.0005,0.0,0.0664,0.0382,0.94,"2024 #4 Giro d'Italia (2.UWT) (hilly; field 721/181; ProfileScore 59, 2197vm, 178.0km; adjusted 0.037); 2026 #19 S6 Stage 6 - Goizper-Antzuola › Bergara (hilly; field 119/132; ProfileScore 54, 1892vm, 174.2km; adjusted 0.023)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,176,MOSCON Gianni,gianni-moscon,0.0073,0.0,169,183,0.433,high,inferred helper; tactics unconfirmed,0.0037,0.0032,0.0,0.0291,0.0239,0.94,"2026 #1 UAE Tour (2.UWT) (itt; field 353/157; ProfileScore 0, 102vm, 23.8km; adjusted 0.023); 2025 #23 Tirreno-Adriatico (2.UWT) (hilly; field 919/154; ProfileScore 17, 1008vm, 147.0km; adjusted 0.015)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,177,ELOSEGUI Iñigo,inigo-elosegui,0.00725,0.0,169,185,0.367,high,inferred helper; tactics unconfirmed,0.0001,0.0002,0.0,0.0462,0.0379,0.94,"2026 #12 Baku-Khankendi Azerbaijan Cycling race (2.1) (hilly; field 70/138; ProfileScore 51, 1085vm, 152.8km; adjusted 0.037); 2024 #3 Volta a Portugal em Bicicleta (2.1) (hilly; field 38/128; ProfileScore 169, 2947vm, 164.5km; adjusted 0.017)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,178,WILKSCH Hannes,hannes-wilksch,0.00685,0.0,171,185,0.434,high,inferred helper; tactics unconfirmed,0.0,0.0003,0.0,0.0432,0.0356,0.94,"2025 #27 Critérium du Dauphiné (2.UWT) (mountain; field 837/142; ProfileScore 259, 3531vm, 133.3km; adjusted 0.021); 2026 #21 DSSK (Donostia San Sebastian Klasikoa) (1.UWT) (hilly; field 40/115; ProfileScore 200, 4346vm, 191.2km; adjusted 0.020)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,179,SUNEKÆR NORSGAARD Mathias,mathias-norsgaard,0.00633,0.0,171,187,0.366,high,inferred helper; tactics unconfirmed,0.0001,0.0004,0.0,0.0425,0.0291,0.94,"2024 #9 Tour of the Alps (2.Pro) (hilly; field 719/185; ProfileScore 43, 1498vm, 188.6km; adjusted 0.022); 2025 #19 Tour of Guangxi (2.UWT) (hilly; field 326/146; ProfileScore 58, 1922vm, 214.0km; adjusted 0.016)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,180,OURSELIN Paul,paul-ourselin,0.00607,0.0,172,188,0.365,high,inferred helper; tactics unconfirmed,0.0027,0.0019,0.0,0.0327,0.0184,0.94,"2025 #19 S6 Stage 6 - Bukowina Resort › Bukowina Tatrzańska (hilly; field 415/163; ProfileScore 204, 3465vm, 159.3km; adjusted 0.017); 2024 #5 Tour du Rwanda (2.1) (hilly; field 35/86; ProfileScore 55, 1804vm, 158.0km; adjusted 0.012)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,181,HAMILTON Lucas,lucas-hamilton,0.00564,0.0,174,188,0.433,high,inferred helper; tactics unconfirmed,0.0009,0.0009,0.0,0.035,0.0223,0.94,"2024 #8 AlUla Tour (2.1) (hilly; field-class proxy 0.60; ProfileScore 120, 2977vm, 185.6km; adjusted 0.021); 2025 #34 Tour de Suisse (2.UWT) (mountain; field 642/153; ProfileScore 302, 3887vm, 183.8km; adjusted 0.011)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,182,LE GAC Olivier,olivier-le-gac,0.00495,0.0,174,190,0.364,high,inferred helper; tactics unconfirmed,0.0021,0.0015,0.0,0.0239,0.0193,0.94,"2025 #20 Veneto Classic (1.Pro) (hilly; field 436/167; ProfileScore 33, 1245vm, 211.6km; adjusted 0.015); 2025 #23 Etoile de Bessèges - Tour du Gard (2.1) (hilly; field 358/90; ProfileScore 124, 1418vm, 119.0km; adjusted 0.010)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,183,VAN SINTMAARTENSDIJK Roel,roel-van-sintmaartensdijk,0.00422,0.0,175,191,0.365,high,inferred helper; tactics unconfirmed,0.0,0.0002,0.0,0.0292,0.0171,0.94,"2026 #7 Tour of Oman (2.Pro) (itt; field 353/157; ProfileScore 0, 102vm, 23.8km; adjusted 0.013); 2026 #24 Tour of Hainan (2.Pro) (unknown; field-class proxy 0.72; result profile unavailable; adjusted 0.010)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,184,ROOSEN Timo,timo-roosen,0.00297,0.0,176,192,0.363,high,inferred helper; tactics unconfirmed,0.0011,0.0009,0.0,0.0135,0.0121,0.94,"2026 #33 Omloop Nieuwsblad ME (1.UWT) (hilly; field-class proxy 0.88; one-day race proxy; exact profile unavailable; adjusted 0.014); 2026 #22 S7 Stage 7 - Pont Louis Nucera › Isola (itt; field 659/164; ProfileScore 12, 212vm, 23.5km; adjusted 0.004)"
15,06 September 2026,Palma del Río,Córdoba,hilly,flat,1,POGAČAR Tadej,tadej-pogacar,1.001,33.98,1,4,0.9,medium,inferred protected option,0.6831,0.6172,1.0,1.6288,0.4421,1.045,"2026 #1 Tour de Romandie (2.UWT) (hilly; field 1072/182; ProfileScore 82, 2545vm, 298.0km; adjusted 0.500); 2026 #1 Tour de Romandie (2.UWT) (hilly; field 851/184; ProfileScore 199, 4101vm, 259.5km; adjusted 0.484)"
15,06 September 2026,Palma del Río,Córdoba,hilly,flat,2,CARAPAZ Richard,richard-carapaz,0.5746,32.46,1,5,0.893,medium,inferred protected option,0.2525,0.3308,0.3767,1.1012,0.54,1.045,"2026 #2 La Vuelta Ciclista a España (2.UWT) (hilly; field 746/186; ProfileScore 258, 4284vm, 221.2km; adjusted 0.423); 2026 #3 Tour de France (2.UWT) (hilly; field-class proxy 0.88; matched saved PCS/Scorito stage profile; adjusted 0.346)"
15,06 September 2026,Palma del Río,Córdoba,hilly,flat,3,JOHANNESSEN Tobias Halland,tobias-halland-johannessen,0.57103,30.36,1,7,0.853,medium,inferred protected option,0.1639,0.2452,0.5714,1.3728,0.7595,1.045,"2026 #2 Tour de France (2.UWT) (hilly; field 1567/181; ProfileScore 115, 2792vm, 154.6km; adjusted 0.531); 2026 #2 Tirreno-Adriatico (2.UWT) (hilly; field 931/172; ProfileScore 259, 4007vm, 188.0km; adjusted 0.457)"
15,06 September 2026,Palma del Río,Córdoba,hilly,flat,4,SKJELMOSE Mattias,mattias-skjelmose-jensen,0.56168,27.58,1,9,0.74,medium,inferred protected option,0.3884,0.4139,0.0,1.055,0.3282,1.045,"2026 #2 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 668/186; ProfileScore 135, 3400vm, 257.2km; adjusted 0.407); 2026 #4 Tour de France (2.UWT) (hilly; field 1567/189; ProfileScore 16, 167vm, 19.6km; adjusted 0.368)"
15,06 September 2026,Palma del Río,Córdoba,hilly,flat,5,VAN AERT Wout,wout-van-aert,0.55812,26.22,1,10,0.734,medium,inferred protected option,0.4349,0.4246,0.0,0.9723,0.3956,1.045,"2026 #3 S6 Stage 6 - Saint-Vulbas › Crest-Voland (hilly; field 1072/182; ProfileScore 82, 2545vm, 298.0km; adjusted 0.390); 2026 #2 La Vuelta Ciclista a España (2.UWT) (hilly; field-class proxy 0.88; one-day race proxy; exact profile unavailable; adjusted 0.378)"
15,06 September 2026,Palma del Río,Córdoba,hilly,flat,6,PEDERSEN Mads,mads-pedersen,0.52566,25.51,2,10,0.849,medium,inferred co-option,0.1955,0.2597,0.6309,1.379,0.6696,1.0,"2026 #1 Tour de France (2.UWT) (hilly; field 1567/187; ProfileScore 108, 2784vm, 181.9km; adjusted 0.579); 2026 #6 Tour de France (2.UWT) (hilly; field 1567/181; ProfileScore 115, 2792vm, 154.6km; adjusted 0.375)"
15,06 September 2026,Palma del Río,Córdoba,hilly,flat,7,GALL Felix,felix-gall,0.48201,23.4,2,12,0.707,medium-high,inferred protected option,0.189,0.2701,0.3455,0.8964,0.5553,1.045,"2026 #2 Giro d'Italia (2.UWT) (mountain; field 955/163; ProfileScore 379, 3751vm, 200.0km; adjusted 0.254); 2026 #2 Giro d'Italia (2.UWT) (mountain; field 955/169; ProfileScore 334, 2928vm, 113.0km; adjusted 0.254)"
15,06 September 2026,Palma del Río,Córdoba,hilly,flat,8,KUSS Sepp,sepp-kuss,0.4606,22.1,3,13,0.713,medium-high,inferred co-option,0.2178,0.2555,0.3922,0.8498,0.571,1.0,"2026 #1 Tour de France (2.UWT) (hilly; field 1567/189; ProfileScore 16, 167vm, 19.6km; adjusted 0.478); 2026 #1 Giro d'Italia (2.UWT) (mountain; field 955/167; ProfileScore 396, 4888vm, 151.0km; adjusted 0.277)"
15,06 September 2026,Palma del Río,Córdoba,hilly,flat,9,MEEUS Jordi,jordi-meeus,0.43556,20.66,3,15,0.619,medium-high,inferred protected option,0.4346,0.3533,0.0,0.679,0.1735,1.045,"2026 #2 Grand Prix de Denain - Porte du Hainaut (1.Pro) (hilly; field-class proxy 0.72; one-day race proxy; exact profile unavailable; adjusted 0.310); 2026 #1 Grand Prix de Denain - Porte du Hainaut (1.Pro) (hilly; field 197/182; ProfileScore 24, 1483vm, 203.8km; adjusted 0.255)"
15,06 September 2026,Palma del Río,Córdoba,hilly,flat,10,TEJADA Harold,harold-tejada,0.38782,19.33,6,14,0.809,medium,inferred protected option,0.1189,0.1648,0.153,1.16,0.791,1.045,"2026 #2 Tour de France (2.UWT) (hilly; field 1567/179; ProfileScore 109, 2309vm, 205.8km; adjusted 0.513); 2026 #1 Paris-Nice (2.UWT) (hilly; field 659/140; ProfileScore 99, 2077vm, 179.3km; adjusted 0.405)"
15,06 September 2026,Palma del Río,Córdoba,hilly,flat,11,TULETT Ben,ben-tulett,0.36658,18.32,6,16,0.693,medium-high,inferred helper; tactics unconfirmed,0.2285,0.2465,0.0,1.0502,0.495,0.94,"2026 #3 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 727/186; ProfileScore 172, 2974vm, 200.0km; adjusted 0.384); 2026 #3 Vuelta a Burgos (2.Pro) (hilly; field 746/186; ProfileScore 258, 4284vm, 221.2km; adjusted 0.374)"
15,06 September 2026,Palma del Río,Córdoba,hilly,flat,12,LEKNESSUND Andreas,andreas-leknessund,0.35165,16.92,8,16,0.78,medium,inferred co-option,0.0144,0.0646,0.5012,1.1404,1.0279,1.0,"2026 #2 Giro d'Italia (2.UWT) (hilly; field 955/168; ProfileScore 181, 3257vm, 202.0km; adjusted 0.462); 2026 #2 Giro d'Italia (2.UWT) (hilly; field 955/180; ProfileScore 152, 1804vm, 156.0km; adjusted 0.457)"
15,06 September 2026,Palma del Río,Córdoba,hilly,flat,13,LAPORTE Christophe,christophe-laporte,0.34926,16.11,8,18,0.686,medium-high,inferred helper; tactics unconfirmed,0.2285,0.2565,0.0,0.8047,0.2835,0.94,"2026 #3 Amstel Gold Race (1.UWT) (hilly; field 790/185; ProfileScore 42, 1232vm, 240.8km; adjusted 0.341); 2026 #7 Amstel Gold Race (1.UWT) (hilly; field-class proxy 0.88; one-day race proxy; exact profile unavailable; adjusted 0.244)"
15,06 September 2026,Palma del Río,Córdoba,hilly,flat,14,BRENNAN Matthew,matthew-brennan,0.3419,15.16,9,19,0.666,medium-high,inferred helper; tactics unconfirmed,0.1869,0.2114,0.0,1.2077,0.5447,0.94,"2026 #1 La Vuelta Ciclista a España (2.UWT) (hilly; field 837/12; ProfileScore 96, 3028vm, 214.3km; adjusted 0.433); 2026 #1 Ronde van Vlaanderen ME (1.UWT) (hilly; field 644/186; ProfileScore 55, 2055vm, 194.9km; adjusted 0.404)"
15,06 September 2026,Palma del Río,Córdoba,hilly,flat,15,GARCÍA PIERNA Raúl,raul-garcia-pierna,0.27947,13.97,11,19,0.76,medium,inferred protected option,0.0394,0.0467,0.2777,1.107,0.7286,1.045,"2026 #3 Tour de France (2.UWT) (hilly; field 1567/187; ProfileScore 108, 2784vm, 181.9km; adjusted 0.486); 2026 #4 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 773/158; ProfileScore 153, 3687vm, 234.3km; adjusted 0.360)"
15,06 September 2026,Palma del Río,Córdoba,hilly,flat,16,BRENNER Marco,marco-brenner,0.26456,13.14,11,21,0.746,medium,inferred protected option,0.004,0.1257,0.0,0.8619,0.5644,1.045,"2026 #2 Tour de Pologne (2.UWT) (hilly; field 462/153; ProfileScore 120, 1977vm, 218.9km; adjusted 0.341); 2026 #3 Tour de Pologne (2.UWT) (hilly; field 462/148; ProfileScore 239, 2794vm, 125.5km; adjusted 0.330)"
